scenario,protocol,workload,round_id,sample_id,command_id,command,latency_ms,output_bytes,throughput_kib_s,received_pct,status,error_type,error_message
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,78,1,find /etc /var/log -type f 2>/dev/null,793.429850,28772,35.412905,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,79,1,find /etc /var/log -type f 2>/dev/null,742.710577,28772,37.831232,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,80,1,find /etc /var/log -type f 2>/dev/null,770.297479,28772,36.476371,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,81,1,find /etc /var/log -type f 2>/dev/null,800.599196,28772,35.095784,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,82,1,find /etc /var/log -type f 2>/dev/null,1060.956003,28772,26.483338,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,83,1,find /etc /var/log -type f 2>/dev/null,846.698596,28772,33.184957,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,84,1,find /etc /var/log -type f 2>/dev/null,831.738099,28772,33.781855,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,85,1,find /etc /var/log -type f 2>/dev/null,1361.514940,28772,20.637053,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,86,1,find /etc /var/log -type f 2>/dev/null,830.088524,28772,33.848988,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,87,1,find /etc /var/log -type f 2>/dev/null,814.718439,28772,34.487566,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,88,1,find /etc /var/log -type f 2>/dev/null,1306.357436,28772,21.508398,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,89,1,find /etc /var/log -type f 2>/dev/null,1306.980161,28772,21.498151,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,90,1,find /etc /var/log -type f 2>/dev/null,1141.260634,28772,24.619842,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,91,1,find /etc /var/log -type f 2>/dev/null,1248.746631,28772,22.500686,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,92,1,find /etc /var/log -type f 2>/dev/null,1400.090786,28772,20.068453,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,93,1,find /etc /var/log -type f 2>/dev/null,887.836546,28772,31.647330,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,94,1,find /etc /var/log -type f 2>/dev/null,783.405128,28772,35.866061,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,95,1,find /etc /var/log -type f 2>/dev/null,554.304788,28772,50.689904,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,96,1,find /etc /var/log -type f 2>/dev/null,599.796141,28772,46.845343,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,97,1,find /etc /var/log -type f 2>/dev/null,516.355379,28772,54.415345,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,98,1,find /etc /var/log -type f 2>/dev/null,594.808115,28772,47.238186,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,99,1,find /etc /var/log -type f 2>/dev/null,1143.849186,28772,24.564127,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,100,1,find /etc /var/log -type f 2>/dev/null,657.406474,28772,42.740158,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,1,1,find /etc /var/log -type f 2>/dev/null,860.946878,28772,32.635761,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,2,1,find /etc /var/log -type f 2>/dev/null,444.198241,28772,63.254767,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,3,1,find /etc /var/log -type f 2>/dev/null,565.776212,28772,49.662138,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,4,1,find /etc /var/log -type f 2>/dev/null,682.892750,28772,41.145050,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,5,1,find /etc /var/log -type f 2>/dev/null,607.980749,28772,46.214714,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,6,1,find /etc /var/log -type f 2>/dev/null,1029.060230,28772,27.304190,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,7,1,find /etc /var/log -type f 2>/dev/null,769.886284,28772,36.495852,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,8,1,find /etc /var/log -type f 2>/dev/null,1149.225698,28772,24.449206,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,9,1,find /etc /var/log -type f 2>/dev/null,1151.672598,28772,24.397260,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,10,1,find /etc /var/log -type f 2>/dev/null,875.400700,28772,32.096909,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,11,1,find /etc /var/log -type f 2>/dev/null,846.110770,28772,33.208012,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,12,1,find /etc /var/log -type f 2>/dev/null,1027.823811,28772,27.337036,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,13,1,find /etc /var/log -type f 2>/dev/null,832.077172,28772,33.768089,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,14,1,find /etc /var/log -type f 2>/dev/null,788.317177,28772,35.642578,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,15,1,find /etc /var/log -type f 2>/dev/null,666.372656,28772,42.165080,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,16,1,find /etc /var/log -type f 2>/dev/null,886.564390,28772,31.692742,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,17,1,find /etc /var/log -type f 2>/dev/null,632.169611,28772,44.446389,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,18,1,find /etc /var/log -type f 2>/dev/null,736.039880,28772,38.174095,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,19,1,find /etc /var/log -type f 2>/dev/null,595.107940,28772,47.214386,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,20,1,find /etc /var/log -type f 2>/dev/null,623.814661,28772,45.041673,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,21,1,find /etc /var/log -type f 2>/dev/null,822.595282,28772,34.157327,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,22,1,find /etc /var/log -type f 2>/dev/null,878.859659,28772,31.970584,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,23,1,find /etc /var/log -type f 2>/dev/null,1498.440963,28772,18.751260,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,24,1,find /etc /var/log -type f 2>/dev/null,1457.930270,28772,19.272291,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,25,1,find /etc /var/log -type f 2>/dev/null,1361.628937,28772,20.635325,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,26,1,find /etc /var/log -type f 2>/dev/null,2533.436459,28772,11.090729,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,27,1,find /etc /var/log -type f 2>/dev/null,1008.343978,28772,27.865150,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,28,1,find /etc /var/log -type f 2>/dev/null,1382.132360,28772,20.329208,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,2,29,1,find /etc /var/log -type f 2>/dev/null,856.668631,28772,32.798745,100.00,ok,,
